name,full_name,short_name,
黄春友,南昌欧菲光电技术有限公司,欧菲光电技术,
徐觅,欧菲光集团股份有限公司,欧菲光,
任毅,比亚迪股份有限公司,比亚迪,
邹晓辰,杭州海康机器人技术有限公司,海康机器人,
王志辉,宁德时代新能源科技股份有限公司,宁德时代,
王良诣,宁德时代新能源科技股份有限公司,宁德时代,
李国伟,宁德时代新能源科技股份有限公司,宁德时代,
马洪发,沈阳仪表科学研究院有限公司,仪表科学研究院,
黄春友,江西晶浩光学有限公司,晶浩光学,
赵世强,顺丰控股股份有限公司,顺丰控股,
钭舒适,宁德时代新能源科技股份有限公司,宁德时代,
蒋耀,宁德时代新能源科技股份有限公司,宁德时代,
吴布维,宁德时代新能源科技股份有限公司,宁德时代,
铃木谦一,三电控股株式会社,三电控股株式会社,
向俊,深圳信恳智能电子有限公司,信恳智能,
胡淼,深圳信恳智能电子有限公司,信恳智能,
虞永生,宁德时代新能源科技股份有限公司,宁德时代,
黄海华,宁德时代新能源科技股份有限公司,宁德时代,
王雪峰,南京冷德节能科技有限公司,冷德节能,
杨星星,深圳市易瑞生物技术股份有限公司,易瑞生物,
王硕,顺丰控股股份有限公司,顺丰控股,
沈晞,比亚迪股份有限公司,比亚迪,
赵磊,顺丰控股股份有限公司,顺丰控股,
柴峻,顺丰控股股份有限公司,顺丰控股,
刘杨,宁德时代新能源科技股份有限公司,宁德时代,
王传福,比亚迪股份有限公司,比亚迪,
李建伟,宁德时代新能源科技股份有限公司,宁德时代,
杨毅,顺丰控股股份有限公司,顺丰控股,
李权,顺丰控股股份有限公司,顺丰控股,
吴世杰,比亚迪股份有限公司,比亚迪,
陈勇,顺丰控股股份有限公司,顺丰控股,
史松君,宁德时代新能源科技股份有限公司,宁德时代,
陈思恩,宁德时代新能源科技股份有限公司,宁德时代,
欧阳正良,深圳朗特智能控制股份有限公司,朗特智能,
李耀,宁德时代新能源科技股份有限公司,宁德时代,
岳新远,徐州顺风阀门有限公司,顺风阀门,
权祐奭,LG电子株式会社,LG Electronics,
吕林昆,顺丰控股股份有限公司,顺丰控股,
马俊,宁德时代新能源科技股份有限公司,宁德时代,
侯跃攀,宁德时代新能源科技股份有限公司,宁德时代,
王超峰,顺丰控股股份有限公司,顺丰控股,
M·威莱姆斯,奥迪股份公司,奥迪,
杜鑫鑫,宁德时代新能源科技股份有限公司,宁德时代,
箕轮昌贤,株式会社不二工机,株式会社不二工机,
渡辺和彦,株式会社不二工机,株式会社不二工机,
王铈汶,宁德时代新能源科技股份有限公司,宁德时代,
宿永强,宁德时代新能源科技股份有限公司,宁德时代,
安城右,LG电子株式会社,LG Electronics,
龚志杰,宁德时代新能源科技股份有限公司,宁德时代,
吴志阳,宁德时代新能源科技股份有限公司,宁德时代,
陈雷,宁德时代新能源科技股份有限公司,宁德时代,
刘欣,宁德时代新能源科技股份有限公司,宁德时代,
吴波,比亚迪股份有限公司,比亚迪,
郑石雄,宁德时代新能源科技股份有限公司,宁德时代,
广野大辅,三电有限公司,三电,
马忠科,江西晶浩光学有限公司,晶浩光学,
富田诚司,出光兴产株式会社,出光兴产株式会社,
陈彬,豫新汽车热管理科技有限公司,豫新汽车,
刘朝华,深圳劲嘉新型智能包装有限公司,劲嘉新型智能包装,
张彬华,顺丰控股股份有限公司,顺丰控股,
夏波,麦克奥迪实业集团有限公司,麦克奥迪实业,
松本知也,出光兴产株式会社,出光兴产株式会社,
程雁飞,深圳市裕同包装科技股份有限公司,裕同科技,
葛销明,宁德时代新能源科技股份有限公司,宁德时代,
曹文玉,比亚迪股份有限公司,比亚迪,
刘成勇,宁德时代新能源科技股份有限公司,宁德时代,
儿玉正宏,出光兴产株式会社,出光兴产株式会社,
奉起华,比亚迪股份有限公司,比亚迪,
伊天成,宁德时代新能源科技股份有限公司,宁德时代,
孙启双,深圳明阳电路科技股份有限公司,明阳电路,
刘伟钊,比亚迪股份有限公司,比亚迪,
苏波,比亚迪股份有限公司,比亚迪,
梁树林,比亚迪股份有限公司,比亚迪,
千成德,LG电子株式会社,LG Electronics,
胡文辉,上海振华重工（集团）股份有限公司,振华重工,
阮见,宁德时代新能源科技股份有限公司,宁德时代,
杜明树,宁德时代新能源科技股份有限公司,宁德时代,
林秀焕,LG电子株式会社,LG Electronics,
顾晋恺,山东新北洋信息技术股份有限公司,新北洋,
李剑,深圳爱克莱特科技股份有限公司,爱克股份,
增田修一,出光兴产株式会社,出光兴产株式会社,
小比类卷润,出光兴产株式会社,出光兴产株式会社,
苏硕剑,宁德时代新能源科技股份有限公司,宁德时代,
金镇佑,LG电子株式会社,LG Electronics,
文相喆,LG电子株式会社,LG Electronics,
羽毛田匡,出光兴产株式会社,出光兴产株式会社,
叶新,深圳市奋达科技股份有限公司,奋达科技股份,
游书兵,宁德时代新能源科技股份有限公司,宁德时代,
梁茂燕,比亚迪股份有限公司,比亚迪,
许成,比亚迪股份有限公司,比亚迪,
孟锴,南昌欧菲光科技有限公司,南昌欧菲光科技,
钭忠尚,南昌欧菲光科技有限公司,南昌欧菲光科技,
单军,比亚迪股份有限公司,比亚迪,
关口浩纪,出光兴产株式会社,出光兴产株式会社,
坪内俊之,出光兴产株式会社,出光兴产株式会社,
方莹,欧菲光集团股份有限公司,欧菲光,
马忠科,南昌欧菲光电技术有限公司,欧菲光电技术,
李勇,南昌欧菲光电技术有限公司,欧菲光电技术,
张海,深圳市亿和精密科技集团有限公司,亿和精密,
陈继友,深圳市裕同包装科技股份有限公司,裕同科技,
张金涛,比亚迪股份有限公司,比亚迪,
山道桂子,出光兴产株式会社,出光兴产株式会社,
韩笑,斯坦德机器人（深圳）有限公司,斯坦德机器人,
李明,深圳市汇创达科技股份有限公司,汇创达,
堀尾庆彦,出光兴产株式会社,出光兴产株式会社,
宋淦,比亚迪股份有限公司,比亚迪,
王刚,比亚迪股份有限公司,比亚迪,
丁力,顺丰控股股份有限公司,顺丰控股,
崔永强,顺丰控股股份有限公司,顺丰控股,
徐鲁辉,比亚迪股份有限公司,比亚迪,
陈小龙,顺丰控股股份有限公司,顺丰控股,
金虹,深圳市易瑞生物技术股份有限公司,易瑞生物,
蔡振庆,深圳市易瑞生物技术股份有限公司,易瑞生物,
闵东,深圳劲嘉集团股份有限公司,劲嘉股份,
张昊,重庆超力高科技股份有限公司,超力高科,
吴丽华,比亚迪股份有限公司,比亚迪,
孙浪浪,北京极智嘉科技有限公司,极智嘉科技,
陈冬梅,顺丰控股股份有限公司,顺丰控股,
郑祖雄,比亚迪股份有限公司,比亚迪,
卢淑珍,比亚迪股份有限公司,比亚迪,
于振祥,顺丰控股股份有限公司,顺丰控股,
廖立瑜,深圳市裕同包装科技股份有限公司,裕同科技,
陈琳轶,深圳市裕同包装科技股份有限公司,裕同科技,
千珍英,LG电子株式会社,LG Electronics,
林东局,LG电子株式会社,LG Electronics,
黄巨明,杭州海康机器人技术有限公司,海康机器人,
穆江涛,南昌欧菲光电技术有限公司,欧菲光电技术,
赵嬉静,LG电子株式会社,LG Electronics,
李吉成,比亚迪股份有限公司,比亚迪,
伊东雅晴,株式会社不二工机,株式会社不二工机,
吴洪文,比亚迪股份有限公司,比亚迪,
许建勇,江西展耀微电子有限公司,展耀微电子,
李丙哲,LG电子株式会社,LG Electronics,
鲁豪,比亚迪股份有限公司,比亚迪,
朴基源,LG电子株式会社,LG Electronics,
穆金辉,比亚迪股份有限公司,比亚迪,
吉田圭,出光兴产株式会社,出光兴产株式会社,
张鑫,比亚迪股份有限公司,比亚迪,
罗登红,宁德时代新能源科技股份有限公司,宁德时代,
许伯良,比亚迪股份有限公司,比亚迪,
